,candidate_name,party,vote_count,pct,state,office_x,district,incumbent_from_results,last_name_x,Ballotpedia Page,State,District,Campaign Twitter,Official Twitter,Personal Twitter,Party,Incumbent?,Percent of Votes,office_y,Campaign Twitter_handle,Official Twitter_handle,Personal Twitter_handle,last_name_y,_m_full,_m_last,no_twitter
1412,Richard Ward,Libertarian,9280.0,0.039,Colorado,house,8,False,Ward,https://ballotpedia.org/Richard_Ward,Colorado,8.0,,,,Libertarian Party,False,0.039,house,,,,Ward,both,,
1414,Rick Allen,Republican,158047.0,0.596,Georgia,house,12,True,Allen,https://ballotpedia.org/Rick_Allen,Georgia,12.0,https://www.twitter.com/rickallen,https://www.twitter.com/RepRickAllen,,Republican Party,True,0.596,house,@rickallen,@RepRickAllen,,Allen,both,,
1415,Rick Becker,Independent,44406.0,0.185,North Dakota,senate,,False,Becker,,,,,,https://www.twitter.com/PoliticallyRick,,,,senate,,,@PoliticallyRick,Becker,both,,
1416,Rick Crawford,Republican,153774.0,0.738,Arkansas,house,1,True,Crawford,https://ballotpedia.org/Rick_Crawford_(Arkansas),Arkansas,1.0,https://www.twitter.com/Crawford4Cong,https://www.twitter.com/RepRickCrawford,,Republican Party,True,0.743,house,@Crawford4Cong,@RepRickCrawford,,Crawford,both,,
1417,Rick Jones,Democrat,87986.0,0.33,Utah,house,1,False,Jones,https://ballotpedia.org/Rick_Jones_(Utah),Utah,1.0,,,,Democratic Party,False,0.301,house,,,,Jones,both,,
1418,Rick Larsen,Democrat,202980.0,0.601,Washington,house,2,True,Larsen,https://ballotpedia.org/Rick_Larsen,Washington,2.0,https://www.twitter.com/larsenrick,https://www.twitter.com/RepRickLarsen,,Democratic Party,True,0.615,house,@larsenrick,@RepRickLarsen,,Larsen,both,,
1419,Rick Neighbors,Democrat,26694.0,0.136,Alabama,house,4,False,Neighbors,https://ballotpedia.org/Rick_Neighbors,Alabama,4.0,https://www.twitter.com/VoteNeighbors,,,Democratic Party,False,0.136,house,@VoteNeighbors,,,Neighbors,both,,
1421,Rick Shannon,Independent,846.0,0.004,Tennessee,house,5,False,Shannon,https://ballotpedia.org/Rick_Shannon,Tennessee,5.0,https://www.twitter.com/RickyShannon1,,,Independent,False,0.0,house,@RickyShannon1,,,Shannon,both,,
1422,Rick Stewart,Libertarian,29000.0,0.024,Iowa,governor,,False,Stewart,,,,https://www.twitter.com/rickstewart,,,,,,governor,@rickstewart,,,Stewart,both,,
1423,Rick Tyler,Independent,1725.0,0.009,Tennessee,house,3,False,Tyler,https://ballotpedia.org/Rick_Tyler_(Tennessee),Tennessee,3.0,,,,Independent,False,0.009,house,,,,Tyler,both,,
1424,Rick Tyler,Independent,2378.0,0.001,Tennessee,governor,,False,Tyler,https://ballotpedia.org/Rick_Tyler_(Tennessee),Tennessee,3.0,,,,Independent,False,0.009,house,,,,Tyler,both,,
1427,Rishi Kumar,Democrat,101772.0,0.422,California,house,16,False,Kumar,https://ballotpedia.org/Rishi_Kumar,California,16.0,https://www.twitter.com/rishikumar1,,,Democratic Party,False,0.415,house,@rishikumar1,,,Kumar,both,,
1428,Ritchie Torres,Democrat,72610.0,0.825,New York,house,15,True,Torres,https://ballotpedia.org/Ritchie_Torres,New York,15.0,,https://www.twitter.com/RepRitchie,https://www.twitter.com/RitchieTorres,Democratic Party,True,0.826,house,,@RepRitchie,@RitchieTorres,Torres,both,,
1429,Ritesh Tandon,Republican,52400.0,0.291,California,house,17,False,Tandon,https://ballotpedia.org/Ritesh_Tandon,California,17.0,https://www.twitter.com/tandon4congress,,,Republican Party,False,0.304,house,@tandon4congress,,,Tandon,both,,
1430,Ro Khanna,Democrat,127853.0,0.709,California,house,17,True,Khanna,https://ballotpedia.org/Ro_Khanna,California,17.0,https://www.twitter.com/RoKhanna,https://www.twitter.com/RepRoKhanna,,Democratic Party,True,0.696,house,@RoKhanna,@RepRoKhanna,,Khanna,both,,
1434,Robert Aderholt,Republican,164655.0,0.841,Alabama,house,4,True,Aderholt,https://ballotpedia.org/Robert_Aderholt,Alabama,4.0,,https://www.twitter.com/Robert_Aderholt,,Republican Party,True,0.842,house,,@Robert_Aderholt,,Aderholt,both,,
1435,Robert Asencio,Democrat,76665.0,0.363,Florida,house,28,False,Asencio,https://ballotpedia.org/Robert_Asencio,Florida,28.0,https://www.twitter.com/RepAsencio,,,Democratic Party,False,0.363,house,@RepAsencio,,,Asencio,both,,
1437,Robert Burke,Republican,82126.0,0.301,Massachusetts,house,8,False,Burke,https://ballotpedia.org/Robert_Burke_(Massachusetts),Massachusetts,8.0,https://www.twitter.com/BurkcoEyes,,,Republican Party,False,0.304,house,@BurkcoEyes,,,Burke,both,,
1439,Robert Garcia,Democrat,99217.0,0.684,California,house,42,False,Garcia,https://ballotpedia.org/Robert_Garcia_(California),California,42.0,https://www.twitter.com/RobertGarcia,,,Democratic Party,False,0.638,house,@RobertGarcia,,,Garcia,both,,
1442,Robert May Jr.,Republican,110770.0,0.352,Massachusetts,house,6,False,Jr.,https://ballotpedia.org/Robert_May_Jr._(Massachusetts),Massachusetts,6.0,https://www.twitter.com/may4congress,,,Republican Party,False,0.355,house,@may4congress,,,Jr.,both,,
1445,Robert Murphy,Libertarian,17386.0,0.015,Oklahoma,senate,Special Race,False,Murphy,,,,,,,,,,senate,,,,Murphy,both,,
1447,Robert Raymond,Independent,5164.0,0.02,Wisconsin,house,4,False,Raymond,https://ballotpedia.org/Robert_Raymond,Wisconsin,4.0,,,,Independent,False,0.02,house,,,,Raymond,both,,
1448,Robert Schafranek,Republican,28765.0,0.286,Texas,house,29,False,Schafranek,https://ballotpedia.org/Robert_Schafranek,Texas,29.0,,,,Republican Party,False,0.282,house,,,,Schafranek,both,,
1451,Robert Wittman,Republican,191828.0,0.56,Virginia,house,1,True,Wittman,https://ballotpedia.org/Rob_Wittman,Virginia,1.0,https://www.twitter.com/ReElectWittman,https://www.twitter.com/RobWittman,,Republican Party,True,0.568,house,@ReElectWittman,@RobWittman,,Wittman,both,,
1452,Robert Zimmerman,Democrat,120737.0,0.459,New York,house,3,False,Zimmerman,https://ballotpedia.org/Robert_Zimmerman_(New_York),New York,3.0,https://www.twitter.com/ZimmermanforNY,,https://www.twitter.com/ZimmermanRob,Democratic Party,False,0.458,house,@ZimmermanforNY,,@ZimmermanRob,Zimmerman,both,,
1453,Robin Dominick,Libertarian,5859.0,0.025,Missouri,house,5,False,Dominick,https://ballotpedia.org/Robin_Dominick,Missouri,5.0,https://www.twitter.com/RobinRD4MO,,,Libertarian Party,False,0.027,house,@RobinRD4MO,,,Dominick,both,,
1455,Robin Fulford,Democrat,78496.0,0.341,Texas,house,2,False,Fulford,https://ballotpedia.org/Robin_Fulford,Texas,2.0,https://www.twitter.com/RobinFulfordTX,,https://www.twitter.com/robindfulford,Democratic Party,False,0.335,house,@RobinFulfordTX,,@robindfulford,Fulford,both,,
1456,Robin Kelly,Democrat,138620.0,0.669,Illinois,house,2,True,Kelly,https://ballotpedia.org/Robin_Kelly,Illinois,2.0,https://www.twitter.com/RobinLynneKelly,https://www.twitter.com/RepRobinKelly,https://www.twitter.com/robinlynnekelly,Democratic Party,True,0.677,house,@RobinLynneKelly,@RepRobinKelly,@robinlynnekelly,Kelly,both,,
1458,Roger Day,Democrat,62834.0,0.318,Indiana,house,4,False,Day,https://ballotpedia.org/Roger_Day,Indiana,4.0,,,,Democratic Party,False,0.321,house,,,,Day,both,,
1460,Roger Williams,Republican,185270.0,1,Texas,house,25,True,Williams,https://ballotpedia.org/Roger_Williams_(Texas),Texas,25.0,https://www.twitter.com/RogerWilliamsTX,https://www.twitter.com/RepRWilliams,,Republican Party,True,1.0,house,@RogerWilliamsTX,@RepRWilliams,,Williams,both,,
1461,Ron DeSantis,Republican,4614210.0,0.594,Florida,governor,,True,DeSantis,,,,,https://www.twitter.com/GovNedLamont,,,,,governor,,@GovNedLamont,,DeSantis,both,,
1462,Ron Estes,Republican,142860.0,0.635,Kansas,house,4,True,Estes,https://ballotpedia.org/Ron_Estes_(U.S._House_representative),Kansas,4.0,https://www.twitter.com/RonEstesKS,https://www.twitter.com/RepRonEstes,,Republican Party,True,0.629,house,@RonEstesKS,@RepRonEstes,,Estes,both,,
1465,Ron Wyden,Democrat,1076425.0,0.559,Oregon,senate,,True,Wyden,,,,https://www.twitter.com/WydenForOregon,https://www.twitter.com/RonWyden,,,,,senate,@WydenForOregon,@RonWyden,,Wyden,both,,
1467,Ronald Johnson,Republican,1337185.0,0.504,Wisconsin,senate,,True,Johnson,,,,https://www.twitter.com/RonJohnsonWI,https://www.twitter.com/SenRonJohnson,,,,,senate,@RonJohnsonWI,@SenRonJohnson,,Johnson,both,,
1468,Ronnie Henley,Independent,1070.0,0.005,Tennessee,house,8,False,Henley,https://ballotpedia.org/Ronnie_Henley,Tennessee,8.0,https://www.twitter.com/henley215,,,Independent,False,0.005,house,@henley215,,,Henley,both,,
1469,Ronny Jackson,Republican,161767.0,0.754,Texas,house,13,True,Jackson,https://ballotpedia.org/Ronny_Jackson,Texas,13.0,https://www.twitter.com/RonnyJacksonTX,https://www.twitter.com/RepRonnyJackson,,Republican Party,True,0.754,house,@RonnyJacksonTX,@RepRonnyJackson,,Jackson,both,,
1470,Rosa DeLauro,Democrat,137924.0,0.568,Connecticut,house,3,True,DeLauro,https://ballotpedia.org/Rosa_DeLauro,Connecticut,3.0,https://www.twitter.com/Rosa_DeLauro,https://www.twitter.com/rosadelauro,,Democratic Party,True,0.565,house,@Rosa_DeLauro,@rosadelauro,,DeLauro,both,,
1471,Ross Klopf,Libertarian,6187.0,0.017,Colorado,house,7,False,Klopf,https://ballotpedia.org/Ross_Klopf,Colorado,7.0,,,https://www.twitter.com/KlopfRoss,Libertarian Party,False,0.017,house,,,@KlopfRoss,Klopf,both,,
1472,Ross Leone,Libertarian,2814.0,0.019,Texas,house,15,False,Leone,https://ballotpedia.org/Ross_Leone,Texas,15.0,,,,Libertarian Party,False,0.019,house,,,,Leone,both,,
1473,Roy Eriksen,Libertarian,3126.0,0.014,Texas,house,8,False,Eriksen,https://ballotpedia.org/Roy_Eriksen,Texas,8.0,https://www.twitter.com/royeriksen10,,,Libertarian Party,False,0.012,house,@royeriksen10,,,Eriksen,both,,
1475,Ruben Gallego,Democrat,108599.0,0.77,Arizona,house,3,True,Gallego,https://ballotpedia.org/Ruben_Gallego,Arizona,3.0,https://www.twitter.com/RubenGallego,https://www.twitter.com/RepRubenGallego,,Democratic Party,True,0.761,house,@RubenGallego,@RepRubenGallego,,Gallego,both,,
1476,Rudy Recile,Republican,46634.0,0.243,California,house,8,False,Recile,https://ballotpedia.org/Rudy_Recile,California,8.0,https://www.twitter.com/Rudy4USCongress,,,Republican Party,False,0.255,house,@Rudy4USCongress,,,Recile,both,,
1477,Rudy Salas,Democrat,49859.0,0.485,California,house,22,False,Salas,https://ballotpedia.org/Rudy_Salas,California,22.0,https://www.twitter.com/RudySalasCA,,,Democratic Party,False,0.483,house,@RudySalasCA,,,Salas,both,,
1478,Rudy Yakym,Republican,125537.0,0.646,Indiana,house,2,False,Yakym,https://ballotpedia.org/Rudy_Yakym,Indiana,2.0,,,,Republican Party,False,0.646,house,,,,Yakym,both,,
1481,Russ Fulcher,Republican,222901.0,0.713,Idaho,house,1,True,Fulcher,https://ballotpedia.org/Russ_Fulcher,Idaho,1.0,https://www.twitter.com/RussFulcher,https://www.twitter.com/RepRussFulcher,,Republican Party,True,0.702,house,@RussFulcher,@RepRussFulcher,,Fulcher,both,,
1482,Russell Best,Independent American,4194.0,0.014,Nevada,house,2,False,Best,https://ballotpedia.org/Russell_Best,Nevada,2.0,,,https://www.twitter.com/Best4Governor,Independent American Party,False,0.013,house,,,@Best4Governor,Best,both,,
1483,Russell Fry,Republican,164440.0,0.648,South Carolina,house,7,False,Fry,https://ballotpedia.org/Russell_Fry,South Carolina,7.0,https://www.twitter.com/RussellFrySC,,,Republican Party,False,0.637,house,@RussellFrySC,,,Fry,both,,
1487,Ryan McGonigal,American Constitution,8870.0,0.025,Colorado,house,4,False,McGonigal,https://ballotpedia.org/Ryan_McGonigal,Colorado,4.0,https://www.twitter.com/ryan4congressco,,,American Constitution Party,False,0.023,house,@ryan4congressco,,,McGonigal,both,,
1488,Ryan Melton,Democrat,84230.0,0.304,Iowa,house,4,False,Melton,https://ballotpedia.org/Ryan_Melton,Iowa,4.0,https://www.twitter.com/melton4iowa,,,Democratic Party,False,0.303,house,@melton4iowa,,,Melton,both,,
1489,Ryan Zinke,Republican,123102.0,0.496,Montana,house,1,False,Zinke,https://ballotpedia.org/Ryan_Zinke,Montana,1.0,https://www.twitter.com/RyanZinke,,,Republican Party,False,0.497,house,@RyanZinke,,,Zinke,both,,
1490,Salud Carbajal,Democrat,159019.0,0.606,California,house,24,True,Carbajal,https://ballotpedia.org/Salud_Carbajal,California,24.0,https://www.twitter.com/carbajalsalud,https://www.twitter.com/RepCarbajal,,Democratic Party,True,0.607,house,@carbajalsalud,@RepCarbajal,,Carbajal,both,,
1492,Sam Graves,Republican,184865.0,0.703,Missouri,house,6,True,Graves,https://ballotpedia.org/Sam_Graves,Missouri,6.0,,https://www.twitter.com/RepSamGraves,,Republican Party,True,0.7,house,,@RepSamGraves,,Graves,both,,
1493,Sam Hunkler,Independent,12562.0,0.019,Maine,governor,,False,Hunkler,,,,,,,,,,governor,,,,Hunkler,both,,
1494,Sam Peters,Republican,105870.0,0.476,Nevada,house,4,False,Peters,https://ballotpedia.org/Sam_Peters,Nevada,4.0,https://www.twitter.com/SamPetersNevada,,,Republican Party,False,0.485,house,@SamPetersNevada,,,Peters,both,,
1495,Sam Rankin,Libertarian,3018.0,0.014,Montana,house,2,False,Rankin,https://ballotpedia.org/Sam_Rankin,Montana,2.0,,,,Libertarian Party,False,0.013,house,,,,Rankin,both,,
1496,Samantha Meadows,Democrat,64329.0,0.255,Ohio,house,2,False,Meadows,https://ballotpedia.org/Samantha_Meadows,Ohio,2.0,https://www.twitter.com/SMeadows4OH2,,,Democratic Party,False,0.255,house,@SMeadows4OH2,,,Meadows,both,,
1497,Sandeep Srivastava,Democrat,100121.0,0.369,Texas,house,3,False,Srivastava,https://ballotpedia.org/Sandeep_Srivastava,Texas,3.0,https://www.twitter.com/sandeepfortexas,,,Democratic Party,False,0.374,house,@sandeepfortexas,,,Srivastava,both,,
1498,Sandy Smith,Republican,122780.0,0.476,North Carolina,house,1,False,Smith,https://ballotpedia.org/Sandy_Smith_(North_Carolina),North Carolina,1.0,https://www.twitter.com/SandySmithNC,,,Republican Party,False,0.477,house,@SandySmithNC,,,Smith,both,,
1499,Sanford Bishop Jr.,Democrat,132675.0,0.55,Georgia,house,2,True,Jr.,https://ballotpedia.org/Sanford_Bishop_Jr.,Georgia,2.0,https://www.twitter.com/Bishop4Congress,https://www.twitter.com/SanfordBishop,,Democratic Party,True,0.55,house,@Bishop4Congress,@SanfordBishop,,Jr.,both,,
1500,Sara Jacobs,Democrat,144186.0,0.619,California,house,51,True,Jacobs,https://ballotpedia.org/Sara_Jacobs,California,51.0,https://www.twitter.com/SaraJacobsCA,https://www.twitter.com/RepSaraJacobs,,Democratic Party,True,0.59,house,@SaraJacobsCA,@RepSaraJacobs,,Jacobs,both,,
1502,Sarah Sanders,Republican,571105.0,0.629,Arkansas,governor,,False,Sanders,,,,https://www.twitter.com/SarahHuckabee,,,,,,governor,@SarahHuckabee,,,Sanders,both,,
1504,Scott Baugh,Republican,128261.0,0.483,California,house,47,False,Baugh,https://ballotpedia.org/Scott_Baugh,California,47.0,https://www.twitter.com/ScottBaughCA47,,https://www.twitter.com/ScottRBaugh,Republican Party,False,0.484,house,@ScottBaughCA47,,@ScottRBaugh,Baugh,both,,
1505,Scott Cleveland,Independent,49917.0,0.084,Idaho,senate,,False,Cleveland,,,,,,,,,,senate,,,,Cleveland,both,,
1506,Scott Collier,Republican,32737.0,0.177,Maryland,house,7,False,Collier,https://ballotpedia.org/Scott_M._Collier,Maryland,7.0,https://www.twitter.com/oneunitedvoice,,,Republican Party,False,0.191,house,@oneunitedvoice,,,Collier,both,,
1507,Scott DesJarlais,Republican,122336.0,0.706,Tennessee,house,4,True,DesJarlais,https://ballotpedia.org/Scott_DesJarlais,Tennessee,4.0,https://www.twitter.com/tndesjarlais,https://www.twitter.com/DesJarlaisTN04,,Republican Party,True,0.706,house,@tndesjarlais,@DesJarlaisTN04,,DesJarlais,both,,
1508,Scott Fitzgerald,Republican,243741.0,0.644,Wisconsin,house,5,True,Fitzgerald,https://ballotpedia.org/Scott_Fitzgerald,Wisconsin,5.0,https://www.twitter.com/FitzgeraldForWI,https://www.twitter.com/RepFitzgerald,,Republican Party,True,0.644,house,@FitzgeraldForWI,@RepFitzgerald,,Fitzgerald,both,,
1509,Scott Franklin,Republican,167429.0,0.747,Florida,house,18,True,Franklin,https://ballotpedia.org/Scott_Franklin,Florida,18.0,https://www.twitter.com/ScottFranklinFL,https://www.twitter.com/RepFranklin,,Republican Party,True,0.747,house,@ScottFranklinFL,@RepFranklin,,Franklin,both,,
1510,Scott Gryder,Republican,108891.0,0.456,Illinois,house,14,False,Gryder,https://ballotpedia.org/Scott_Gryder,Illinois,14.0,https://www.twitter.com/Gryder4Congress,,,Republican Party,False,0.463,house,@Gryder4Congress,,,Gryder,both,,
1511,Scott Huffman,Democrat,79192.0,0.301,North Carolina,house,8,False,Huffman,https://ballotpedia.org/Scott_Huffman,North Carolina,8.0,https://www.twitter.com/HuffmanForNC,,,Democratic Party,False,0.299,house,@HuffmanForNC,,,Huffman,both,,
1512,Scott Jensen,Republican,1119941.0,0.446,Minnesota,governor,,False,Jensen,,,,https://www.twitter.com/drscottjensen,https://www.twitter.com/GovWhitmer,,,,,governor,@drscottjensen,@GovWhitmer,,Jensen,both,,
1514,Scott Perry,Republican,169331.0,0.538,Pennsylvania,house,10,True,Perry,https://ballotpedia.org/Scott_Perry,Pennsylvania,10.0,https://www.twitter.com/PatriotsPerry,https://www.twitter.com/RepScottPerry,,Republican Party,True,0.54,house,@PatriotsPerry,@RepScottPerry,,Perry,both,,
1515,Scott Peters,Democrat,168816.0,0.628,California,house,50,True,Peters,https://ballotpedia.org/Scott_Peters,California,50.0,https://www.twitter.com/ScottPetersCA50,https://www.twitter.com/RepScottPeters,,Democratic Party,True,0.6,house,@ScottPetersCA50,@RepScottPeters,,Peters,both,,
1516,Scott Schluter,Libertarian,110029.0,0.027,Illinois,governor,,False,Schluter,,,,https://www.twitter.com/scottforliberty,,,,,,governor,@scottforliberty,,,Schluter,both,,
1517,Scott Zimmerman,Libertarian,26455.0,0.039,Nebraska,governor,,False,Zimmerman,,,,,,,,,,governor,,,,Zimmerman,both,,
1519,Scotty Moore,Republican,93827.0,0.464,Florida,house,9,False,Moore,https://ballotpedia.org/Scotty_Moore,Florida,9.0,https://www.twitter.com/ScottyMoore4FL,,,Republican Party,False,0.464,house,@ScottyMoore4FL,,,Moore,both,,
1520,Sean Armstrong,Libertarian,1054.0,0.007,New Jersey,house,9,False,Armstrong,https://ballotpedia.org/Sean_Armstrong_(New_Jersey),New Jersey,9.0,https://www.twitter.com/sarmcast,,,Libertarian Party,False,0.006,house,@sarmcast,,,Armstrong,both,,
1521,Sean Casten,Democrat,149296.0,0.543,Illinois,house,6,True,Casten,https://ballotpedia.org/Sean_Casten,Illinois,6.0,https://www.twitter.com/SeanCasten,https://www.twitter.com/RepCasten,,Democratic Party,True,0.537,house,@SeanCasten,@RepCasten,,Casten,both,,
1522,Sean Maloney,Democrat,139082.0,0.495,New York,house,17,True,Maloney,https://ballotpedia.org/Sean_Maloney,New York,17.0,https://www.twitter.com/spmaloney,https://www.twitter.com/repseanmaloney,,Democratic Party,True,0.494,house,@spmaloney,@repseanmaloney,,Maloney,both,,
1524,Seth Cordell,Libertarian,10889.0,0.011,Kansas,governor,,False,Cordell,,,,,,https://www.twitter.com/mysethcordell,,,,governor,,,@mysethcordell,Cordell,both,,
1526,Seth Magaziner,Democrat,101432.0,0.504,Rhode Island,house,2,False,Magaziner,https://ballotpedia.org/Seth_Magaziner,Rhode Island,2.0,https://www.twitter.com/SethMagaziner,https://www.twitter.com/RITreasury,,Democratic Party,False,0.502,house,@SethMagaziner,@RITreasury,,Magaziner,both,,
1527,Seth Moulton,Democrat,198119.0,0.629,Massachusetts,house,6,True,Moulton,https://ballotpedia.org/Seth_Moulton,Massachusetts,6.0,https://www.twitter.com/sethmoulton,https://www.twitter.com/RepMoulton,,Democratic Party,True,0.626,house,@sethmoulton,@RepMoulton,,Moulton,both,,
1529,Shamaine Daniels,Democrat,145215.0,0.462,Pennsylvania,house,10,False,Daniels,https://ballotpedia.org/Shamaine_Daniels,Pennsylvania,10.0,,,https://www.twitter.com/ShamaineDaniels,Democratic Party,False,0.46,house,,,@ShamaineDaniels,Daniels,both,,
1530,Shane Hazel,Libertarian,28163.0,0.007,Georgia,governor,,False,Hazel,,,,,,,,,,governor,,,,Hazel,both,,
1531,Shannon Bray,Libertarian,51640.0,0.014,North Carolina,senate,,False,Bray,,,,https://www.twitter.com/shannonbraync,,https://www.twitter.com/noidentity29,,,,senate,@shannonbraync,,@noidentity29,Bray,both,,
1532,Shante Munns,Democrat,115647.0,0.354,Florida,house,11,False,Munns,https://ballotpedia.org/Shante_Munns,Florida,11.0,https://www.twitter.com/ShanteMunns,,,Democratic Party,False,0.354,house,@ShanteMunns,,,Munns,both,,
1533,Sharice Davids,Democrat,163103.0,0.549,Kansas,house,3,True,Davids,https://ballotpedia.org/Sharice_Davids,Kansas,3.0,https://www.twitter.com/sharicedavids,https://www.twitter.com/RepDavids,,Democratic Party,True,0.55,house,@sharicedavids,@RepDavids,,Davids,both,,
1535,Sheila Cherfilus-McCormick,Democrat,136215.0,0.723,Florida,house,20,True,Cherfilus-McCormick,https://ballotpedia.org/Sheila_Cherfilus-McCormick,Florida,20.0,https://www.twitter.com/Sheila4Congress,https://www.twitter.com/CongresswomanSC,,Democratic Party,True,0.723,house,@Sheila4Congress,@CongresswomanSC,,Cherfilus-McCormick,both,,
1536,Sheila Lee,Democrat,110511.0,0.707,Texas,house,18,True,Lee,https://ballotpedia.org/Sheila_Jackson_Lee,Texas,18.0,,https://www.twitter.com/JacksonLeeTX18,,Democratic Party,True,0.722,house,,@JacksonLeeTX18,,Lee,both,,
1540,Shontel Brown,Democrat,162154.0,0.776,Ohio,house,11,True,Brown,https://ballotpedia.org/Shontel_Brown,Ohio,11.0,https://www.twitter.com/ShontelMBrown,https://www.twitter.com/RepShontelBrown,,Democratic Party,True,0.78,house,@ShontelMBrown,@RepShontelBrown,,Brown,both,,
1542,Shri Thanedar,Democrat,166650.0,0.711,Michigan,house,13,False,Thanedar,https://ballotpedia.org/Shri_Thanedar,Michigan,13.0,https://www.twitter.com/shrithanedar,,,Democratic Party,False,0.711,house,@shrithanedar,,,Thanedar,both,,
1543,Shuwaski Young,Democrat,54705.0,0.291,Mississippi,house,3,False,Young,https://ballotpedia.org/Shuwaski_Young,Mississippi,3.0,https://www.twitter.com/shuwaskiyoung,,,Democratic Party,False,0.289,house,@shuwaskiyoung,,,Young,both,,
1545,Simone Coleman,Working Class Party,8833.0,0.038,Michigan,house,13,False,Coleman,https://ballotpedia.org/Simone_Coleman,Michigan,13.0,,,,Working Class Party,False,0.038,house,,,,Coleman,both,,
1547,Stacey Abrams,Democrat,1813673.0,0.459,Georgia,governor,,False,Abrams,,,,https://www.twitter.com/staceyabrams,,,,,,governor,@staceyabrams,,,Abrams,both,,
1549,Stan Caplan,Republican,88886.0,0.381,California,house,51,False,Caplan,https://ballotpedia.org/Stan_Caplan,California,51.0,,,,Republican Party,False,0.41,house,,,,Caplan,both,,
1553,Steny Hoyer,Democrat,182478.0,0.659,Maryland,house,5,True,Hoyer,https://ballotpedia.org/Steny_Hoyer,Maryland,5.0,https://www.twitter.com/StenyHoyer,https://www.twitter.com/LeaderHoyer,,Democratic Party,True,0.607,house,@StenyHoyer,@LeaderHoyer,,Hoyer,both,,
1557,Stephanie Bice,Republican,152699.0,0.59,Oklahoma,house,5,True,Bice,https://ballotpedia.org/Stephanie_Bice,Oklahoma,5.0,https://www.twitter.com/stephaniebice,https://www.twitter.com/RepBice,,Republican Party,True,0.59,house,@stephaniebice,@RepBice,,Bice,both,,
1561,Stephen Heidt,Democrat,120160.0,0.203,Idaho,governor,,False,Heidt,,,,https://www.twitter.com/heidtforgov,,,,,,governor,@heidtforgov,,,Heidt,both,,
1562,Stephen Houlahan,Democrat,101900.0,0.396,California,house,48,False,Houlahan,https://ballotpedia.org/Stephen_Houlahan,California,48.0,https://www.twitter.com/electhoulahan,,https://www.twitter.com/SteveHoulahanRN,Democratic Party,False,0.399,house,@electhoulahan,,@SteveHoulahanRN,Houlahan,both,,
1563,Stephen Lynch,Democrat,189987.0,0.697,Massachusetts,house,8,True,Lynch,https://ballotpedia.org/Stephen_Lynch,Massachusetts,8.0,https://www.twitter.com/RepLynch,https://www.twitter.com/RepStephenLynch,,Democratic Party,True,0.696,house,@RepLynch,@RepStephenLynch,,Lynch,both,,
1564,Stephen Slauson,Republican,22859.0,0.095,California,house,12,False,Slauson,https://ballotpedia.org/Stephen_Slauson,California,12.0,,,,Republican Party,False,0.129,house,,,,Slauson,both,,
1565,Steve Chabot,Republican,138885.0,0.471,Ohio,house,1,True,Chabot,https://ballotpedia.org/Steve_Chabot,Ohio,1.0,https://www.twitter.com/SteveChabot,https://www.twitter.com/repstevechabot,,Republican Party,True,0.475,house,@SteveChabot,@repstevechabot,,Chabot,both,,
1566,Steve Cohen,Democrat,93755.0,0.7,Tennessee,house,9,True,Cohen,https://ballotpedia.org/Steve_Cohen,Tennessee,9.0,https://www.twitter.com/ReElectCohen,https://www.twitter.com/RepCohen,,Democratic Party,True,0.7,house,@ReElectCohen,@RepCohen,,Cohen,both,,
1567,Steve Hohe,Libertarian,6800.0,0.023,Kansas,house,3,False,Hohe,https://ballotpedia.org/Steve_Hohe,Kansas,3.0,https://www.twitter.com/stevehoheks,,,Libertarian Party,False,0.023,house,@stevehoheks,,,Hohe,both,,
1568,Steve Monahan,Republican,105084.0,0.374,Colorado,house,6,False,Monahan,https://ballotpedia.org/Steve_Monahan,Colorado,6.0,https://www.twitter.com/stevenmonahanco,,,Republican Party,False,0.374,house,@stevenmonahanco,,,Monahan,both,,
1569,Steve Patterson,Grass Roots Party,22599.0,0.009,Minnesota,governor,,False,Patterson,,,,,,,,,,governor,,,,Patterson,both,,
1572,Steve Sisolak,Democrat,481991.0,0.473,Nevada,governor,,True,Sisolak,,,,https://www.twitter.com/SteveSisolak,,,,,,governor,@SteveSisolak,,,Sisolak,both,,
1573,Steve Speer,MFP,1357.0,0.008,New York,house,10,False,Speer,https://ballotpedia.org/Steve_Speer,New York,10.0,,,,Medical Freedom Party,False,0.008,house,,,,Speer,both,,
1574,Steve Womack,Republican,142401.0,0.637,Arkansas,house,3,True,Womack,https://ballotpedia.org/Steve_Womack,Arkansas,3.0,https://www.twitter.com/womack4congress,https://www.twitter.com/rep_stevewomack,,Republican Party,True,0.637,house,@womack4congress,@rep_stevewomack,,Womack,both,,
1575,Steve Yurash,Other,2876.0,0.008,Colorado,house,2,False,Yurash,https://ballotpedia.org/Steve_Yurash,Colorado,2.0,,,,Colorado Center Party,False,0.008,house,,,,Yurash,both,,
1577,Steven Elliott,Republican,72888.0,0.263,Michigan,house,12,False,Elliott,https://ballotpedia.org/Steven_Elliott_(Michigan),Michigan,12.0,https://www.twitter.com/StevenElliottMI,,,Republican Party,False,0.269,house,@StevenElliottMI,,,Elliott,both,,
1578,Steven Grant,No Party Affiliation,31816.0,0.004,Florida,senate,,False,Grant,,,,https://www.twitter.com/attorneygrant,,,,,,senate,@attorneygrant,,,Grant,both,,
